sample_index,path,true_label,true_class,predicted_label,predicted_class,confidence,correct,dim1,dim2
0,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\rgb\AnnualCrop\AnnualCrop_2035.jpg,0,AnnualCrop,0,AnnualCrop,0.9999611377716064,True,-9.150529,-17.783323
1,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\rgb\Industrial\Industrial_926.jpg,4,Industrial,4,Industrial,0.9999943971633911,True,-24.982077,37.812084
2,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\rgb\AnnualCrop\AnnualCrop_705.jpg,0,AnnualCrop,0,AnnualCrop,0.9997342228889465,True,-8.4099455,-11.849135
3,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\rgb\Forest\Forest_2954.jpg,1,Forest,1,Forest,0.9999998807907104,True,55.40221,-2.4166782
4,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\rgb\Industrial\Industrial_70.jpg,4,Industrial,4,Industrial,0.9999994039535522,True,-29.563875,39.61088
5,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\rgb\PermanentCrop\PermanentCrop_1176.jpg,6,PermanentCrop,6,PermanentCrop,0.9999998807907104,True,-1.5932032,7.6459537
6,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\rgb\HerbaceousVegetation\HerbaceousVegetation_2302.jpg,2,HerbaceousVegetation,2,HerbaceousVegetation,1.0,True,11.284506,23.031202
7,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\rgb\Pasture\Pasture_683.jpg,5,Pasture,5,Pasture,0.9999532699584961,True,18.246792,-18.87136
8,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\rgb\PermanentCrop\PermanentCrop_580.jpg,6,PermanentCrop,6,PermanentCrop,0.9778924584388733,True,2.5149286,-4.257016
9,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\rgb\Pasture\Pasture_1171.jpg,5,Pasture,5,Pasture,0.9991512298583984,True,14.363174,-17.81201
10,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\rgb\HerbaceousVegetation\HerbaceousVegetation_1929.jpg,2,HerbaceousVegetation,2,HerbaceousVegetation,1.0,True,21.62924,22.746534
11,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\rgb\SeaLake\SeaLake_1146.jpg,9,SeaLake,9,SeaLake,0.9997426867485046,True,-51.248726,-17.494568
12,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\rgb\Highway\Highway_1805.jpg,3,Highway,3,Highway,0.9999761581420898,True,-26.463326,11.042559
13,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\rgb\Forest\Forest_947.jpg,1,Forest,1,Forest,0.9999849796295166,True,44.886723,-0.8415177
14,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\rgb\Highway\Highway_2329.jpg,3,Highway,3,Highway,0.9999973773956299,True,-39.763153,3.8852458
15,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\rgb\SeaLake\SeaLake_2057.jpg,9,SeaLake,9,SeaLake,0.9998996257781982,True,-64.57575,-2.3922024
