path,true_label,predicted_label,true_class,predicted_class,confidence,correct,prob_AnnualCrop,prob_Forest,prob_HerbaceousVegetation,prob_Highway,prob_Industrial,prob_Pasture,prob_PermanentCrop,prob_Residential,prob_River,prob_SeaLake
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2035.tif,0,0,AnnualCrop,AnnualCrop,0.9999691247940063,1,0.9999691247940063,3.2171809660752615e-09,1.7177922018163372e-06,4.997096993974992e-07,1.0296393071485e-08,1.579052877787035e-05,5.9781041272799484e-06,3.578182194985402e-10,1.4934140324385226e-07,6.944570031919284e-06
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_926.tif,4,4,Industrial,Industrial,0.999970555305481,1,1.7034401667004317e-10,5.6741473741794834e-09,2.312784452840333e-08,4.5025240069662686e-07,0.999970555305481,1.1337762728658163e-08,2.4864823444659123e-07,2.8671143809333444e-05,4.45261660875218e-10,3.3689665640546096e-12
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_705.tif,0,0,AnnualCrop,AnnualCrop,0.9979075193405151,1,0.9979075193405151,6.530838163598673e-07,0.00039489238406531513,2.1933276457275497e-06,1.0083467572030713e-07,0.001475007738918066,6.44838364678435e-05,4.228381911275392e-08,1.1002780411217827e-05,0.0001442211796529591
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_2954.tif,1,1,Forest,Forest,0.9998965263366699,1,1.9623318248118693e-10,0.9998965263366699,1.3073812965558318e-07,5.233967925732941e-08,3.251897240375001e-08,5.401912517299934e-07,6.449837286481852e-08,0.0001023741060635075,7.858091066736961e-08,7.46431041420692e-08
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_70.tif,4,4,Industrial,Industrial,0.9999641180038452,1,6.597216106740689e-09,1.1384534426284176e-09,2.0521564891851085e-08,1.3125883015163708e-05,0.9999641180038452,4.4949331368115963e-08,9.08793299458921e-06,1.3758785826212261e-05,6.024871268550669e-09,2.323031697559763e-11
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_1176.tif,6,6,PermanentCrop,PermanentCrop,0.9993478655815125,1,4.106692722416483e-05,6.17748753484193e-07,3.6605430068448186e-05,0.00016114993195515126,2.3476309252146166e-06,0.0003925528726540506,0.9993478655815125,6.060361670279235e-07,1.623165371711366e-05,9.938078164850594e-07
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_2302.tif,2,2,HerbaceousVegetation,HerbaceousVegetation,0.9988971948623657,1,1.5160111615841743e-05,0.00010508000559639186,0.9988971948623657,2.3512551706517115e-05,4.5047785533824936e-05,8.616358172730543e-06,0.00023639325809199363,0.0006442329031415284,2.1117499272804707e-05,3.7954753224767046e-06
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Pasture\Pasture_683.tif,5,5,Pasture,Pasture,0.9963964819908142,1,0.0033482296857982874,1.3149941878509708e-05,1.0958279972328455e-06,0.00013069882697891444,1.1440393791417591e-05,0.9963964819908142,2.682409103726968e-05,1.6488658729940653e-05,4.654684380511753e-05,8.991622053144965e-06
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\PermanentCrop\PermanentCrop_580.tif,6,0,PermanentCrop,AnnualCrop,0.573092520236969,0,0.573092520236969,1.8832015484804288e-05,0.014323842711746693,0.0005346136167645454,6.358273094519973e-05,0.30532631278038025,0.10621632635593414,6.653617674601264e-06,0.0003007306077051908,0.00011666648788377643
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Pasture\Pasture_1171.tif,5,5,Pasture,Pasture,0.9986816048622131,1,0.0010179432574659586,0.00018877795082516968,6.935201963642612e-05,4.140441888011992e-06,2.1934278393587192e-08,0.9986816048622131,2.6261050152243115e-05,2.3645741364930473e-08,7.787740287312772e-06,4.087063643964939e-06
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\HerbaceousVegetation\HerbaceousVegetation_1929.tif,2,2,HerbaceousVegetation,HerbaceousVegetation,0.998810887336731,1,7.854044270061422e-06,1.6496700254720054e-06,0.998810887336731,5.894515197724104e-06,2.559550011937972e-05,1.3765485391559196e-06,0.0011447693686932325,1.39462557058323e-07,1.1375392432455556e-06,6.177100999593677e-07
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\SeaLake\SeaLake_1146.tif,9,9,SeaLake,SeaLake,0.9999991655349731,1,8.05952993232495e-09,8.797028954177222e-07,5.490571552968504e-08,4.4372713836615674e-10,2.912402957688798e-11,6.059923229884134e-09,5.7401012831803655e-09,8.949755866960452e-12,1.3037619872591222e-08,0.9999991655349731
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Highway\Highway_1805.tif,3,3,Highway,Highway,0.9996356964111328,1,5.292867717798799e-05,2.3588586373080034e-06,2.5293962607975118e-05,0.9996356964111328,3.613052103901282e-05,6.44874235149473e-05,0.00010810946696437895,7.148135046008974e-05,9.602671298125642e-07,2.5359065602970077e-06
C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Forest\Forest_947.tif,1,1,Forest,Forest,0.9998072981834412,1,6.9070451580444114e-09,0.9998072981834412,9.114719432545826e-05,2.1229493540886324e-06,5.719658133784833e-07,1.518220506113721e-05,2.7286675958748674e-06,5.8720557717606425e-05,1.958665598067455e-05,2.667263515832019e-06
