experiment_id,sample_index,path,true_label,true_class,predicted_label,predicted_class,confidence,correct,target_class,target_class_name,band_rank,band_name,attribution_score
v4_ablation_rgb_rededge_nir_swir_resnet18_pretrained_adapted_seed42,0,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2035.tif,0,AnnualCrop,0,AnnualCrop,0.9860072135925293,True,0,AnnualCrop,1,B3,0.26748937368392944
v4_ablation_rgb_rededge_nir_swir_resnet18_pretrained_adapted_seed42,0,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2035.tif,0,AnnualCrop,0,AnnualCrop,0.9860072135925293,True,0,AnnualCrop,2,B2,0.00829780101776123
v4_ablation_rgb_rededge_nir_swir_resnet18_pretrained_adapted_seed42,0,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2035.tif,0,AnnualCrop,0,AnnualCrop,0.9860072135925293,True,0,AnnualCrop,3,B11,0.0025202035903930664
v4_ablation_rgb_rededge_nir_swir_resnet18_pretrained_adapted_seed42,0,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2035.tif,0,AnnualCrop,0,AnnualCrop,0.9860072135925293,True,0,AnnualCrop,4,B7,-0.0021890997886657715
v4_ablation_rgb_rededge_nir_swir_resnet18_pretrained_adapted_seed42,0,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2035.tif,0,AnnualCrop,0,AnnualCrop,0.9860072135925293,True,0,AnnualCrop,5,B6,-0.00470966100692749
v4_ablation_rgb_rededge_nir_swir_resnet18_pretrained_adapted_seed42,0,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2035.tif,0,AnnualCrop,0,AnnualCrop,0.9860072135925293,True,0,AnnualCrop,6,B8A,-0.005491912364959717
v4_ablation_rgb_rededge_nir_swir_resnet18_pretrained_adapted_seed42,0,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2035.tif,0,AnnualCrop,0,AnnualCrop,0.9860072135925293,True,0,AnnualCrop,7,B12,-0.00593799352645874
v4_ablation_rgb_rededge_nir_swir_resnet18_pretrained_adapted_seed42,0,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2035.tif,0,AnnualCrop,0,AnnualCrop,0.9860072135925293,True,0,AnnualCrop,8,B4,-0.00745546817779541
v4_ablation_rgb_rededge_nir_swir_resnet18_pretrained_adapted_seed42,0,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2035.tif,0,AnnualCrop,0,AnnualCrop,0.9860072135925293,True,0,AnnualCrop,9,B5,-0.007560551166534424
v4_ablation_rgb_rededge_nir_swir_resnet18_pretrained_adapted_seed42,0,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\AnnualCrop\AnnualCrop_2035.tif,0,AnnualCrop,0,AnnualCrop,0.9860072135925293,True,0,AnnualCrop,10,B8,-0.009775757789611816
v4_ablation_rgb_rededge_nir_swir_resnet18_pretrained_adapted_seed42,1,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_926.tif,4,Industrial,4,Industrial,0.9992198944091797,True,4,Industrial,1,B3,0.9990019292890793
v4_ablation_rgb_rededge_nir_swir_resnet18_pretrained_adapted_seed42,1,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_926.tif,4,Industrial,4,Industrial,0.9992198944091797,True,4,Industrial,2,B2,0.9738297052681446
v4_ablation_rgb_rededge_nir_swir_resnet18_pretrained_adapted_seed42,1,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_926.tif,4,Industrial,4,Industrial,0.9992198944091797,True,4,Industrial,3,B4,0.7779748737812042
v4_ablation_rgb_rededge_nir_swir_resnet18_pretrained_adapted_seed42,1,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_926.tif,4,Industrial,4,Industrial,0.9992198944091797,True,4,Industrial,4,B5,0.0034008026123046875
v4_ablation_rgb_rededge_nir_swir_resnet18_pretrained_adapted_seed42,1,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_926.tif,4,Industrial,4,Industrial,0.9992198944091797,True,4,Industrial,5,B8A,8.624792098999023e-05
v4_ablation_rgb_rededge_nir_swir_resnet18_pretrained_adapted_seed42,1,C:\Users\DELL Precision 5550\Documents\GitHub\Terrasight-Eurosat-RGB-vs-Multispectral\data\raw\multispectral\Industrial\Industrial_926.tif,4,Industrial,4,Industrial,0.9992198944091797,True,4,Industrial,6,B7,-0.00018346309661865234
